Split,Filename_Removed,Reason
test,NZ_CP122936.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSG01000316.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP181146.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RROR01000128.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OZ111545.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBNGNL010000040.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP095713.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MT129534.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064537.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LC507653.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014416.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP149211.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP122366.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBAMKE010000054.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP040549.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP035522.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PVLZ01000109.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP149453.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRPK01000193.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP030730.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP178000.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP158320.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP170900.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRLC01000077.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP038911.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OQ821050.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSN01000270.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_021836.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP095225.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP086435.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP080159.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_011777.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRHF01000139.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACGBN010000054.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBBMGX010000001.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MZ152090.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NHNA01000149.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JARDUQ010000017.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP165778.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_012107.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PP589699.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP089308.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP132044.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP043202.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACKZM010000381.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP023802.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP187714.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PVMA01000112.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP039034.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSG01000282.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP022124.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAZICQ010000015.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP126673.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP059752.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRMC01000078.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP061055.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP028649.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAQFLB010000200.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP021787.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_VLPN01000099.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP033997.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAGSGE020000063.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177499.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NHNC01000080.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP169181.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064546.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP035370.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP169079.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP120119.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP018108.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRHB01000172.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NHNC01000131.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OX359236.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177937.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP054754.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP098232.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRDM01000146.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LR963131.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP140368.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAHMKI010000020.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LR890695.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OK500125.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRRT01000173.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSC01000269.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MZ027736.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JADAJY010000055.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP034762.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_017675.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP086443.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP143349.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MK033582.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP043210.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014390.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRLH01000085.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAUAMW010000042.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MIDZ01000026.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP017795.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177925.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBAKMR010000066.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MW133285.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_001869.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP181121.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP047690.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBNFVM010000054.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107496.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBDYEE010000049.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_VLPP01000189.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064502.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177535.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP095026.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP031803.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP097549.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MG299141.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRDD01000184.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP080312.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRIX01000135.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OQ821094.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBAMKE010000048.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP133185.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MT349895.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP116135.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OZ111294.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177971.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACGYS010000020.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_WJRW01000065.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP009772.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP178063.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP039104.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSH01000260.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRIW01000135.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064216.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177537.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBNFVM010000051.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBJUUT010000005.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP118186.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_017115.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP072299.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP069638.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064474.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAHMHF010000012.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP144881.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP079644.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBAKMR010000078.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP072288.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP025052.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OW970416.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MH909342.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP183206.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP071687.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_020296.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PV022915.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP184038.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP146181.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP048314.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP061058.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAAMUW010000160.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NBOK01000067.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LJCC01000060.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP050908.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP139684.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP151341.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP124055.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP088223.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRMI01000072.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAAAXS010000010.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP072728.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JYFF01000071.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_KP691640.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177813.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP070453.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAHNEO010000049.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MG252892.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177727.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRFV01000182.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP132158.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177841.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP145695.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRHR01000160.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MZ270636.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAQIZS010000125.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP097545.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MTZX01000120.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP079932.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JASISG010000005.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP175644.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP059802.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRMD01000076.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177613.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP146162.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACKZM010000423.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP036060.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP038890.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBBCCC010000015.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP186475.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP029367.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACKZP010000276.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRIX01000132.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP023684.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP194933.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NHMW01000118.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP084722.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP152379.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP010591.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRRQ01000160.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_019086.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP039199.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP094384.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_OY754428.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP097851.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRCX01000198.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177479.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP092796.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAGKIQ010000007.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MN823993.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP149328.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRJT01000190.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP079176.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP048803.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRHZ01000158.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP019539.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP051876.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP025234.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP118089.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_019311.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBFUPY010000070.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRKS01000117.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP076402.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP016515.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAIVKF010000123.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_QKRK01000060.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRMU01000162.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP137225.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSB01000277.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP022001.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP023681.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP070416.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177716.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014448.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP059805.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JASISG010000003.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRLA01000078.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177909.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_AP018541.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP117727.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP158322.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP036088.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP039083.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP101942.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MZ027735.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP011936.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP128430.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177916.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PV575710.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP167945.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP131851.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MIED01000152.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRID01000125.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_017101.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRJP01000166.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP060284.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP061818.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP178086.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP061054.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP030720.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JADABT010000036.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP151049.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107457.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_MZ869811.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP131812.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRNY01000087.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_017148.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP128267.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRTL01000187.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAMYCV010000066.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP114314.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_QEMT01000120.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RREL01000120.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NBOR01000044.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP086468.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRRI01000185.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP177817.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_FR989762.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP024404.2.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LHYX01000006.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP149013.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSH01000283.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP120556.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP014367.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_LAUF01000015.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP010762.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP097856.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAULAS010000013.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBANFJ010000076.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NC_017152.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JAIUJA010000014.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRDN01000162.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP116565.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP071266.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP100155.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_NBOR01000048.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP042514.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP117397.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP179351.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JACKZT010000315.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP104872.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP064607.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP107378.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JALGCS010000015.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP079983.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_PVLX01000106.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_QPKQ01000013.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRSG01000252.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRFV01000180.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_RRIR01000128.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_CP069182.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
test,NZ_JBLEZT010000007.1.cleaned.fna,"Exact duplicate (MD5, Train vs Test)"
